sentence,sentiment,confidence,type
"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+Ñne , southern Sweden .",0,66,secondary_test
Finnlines said that the deal is part of its strategy to focus on its core businesses .,0,66,secondary_test
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",0,66,secondary_test
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,0,66,secondary_test
"Community gardening has become a popular activity , especially to raise vegetables .",0,66,secondary_test
`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,0,66,secondary_test
"Key reasons to read this report : - Report contains only relevant information , leaving out excessive data .",0,66,secondary_test
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",0,66,secondary_test
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,0,66,secondary_test
"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .",0,66,secondary_test
"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",0,66,secondary_test
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,0,66,secondary_test
The adjustment measures will be carried out in phases to secure the delivery capability .,0,66,secondary_test
"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks .",0,66,secondary_test
"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",0,66,secondary_test
Technopolis is Europe 's leading operator of technoparks .,1,50,secondary_test
Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .,1,50,secondary_test
A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,1,50,secondary_test
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",1,50,secondary_test
"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",1,50,secondary_test
The company feels these leases are prime locations due to several producing formations in the immediate area .,1,50,secondary_test
The company also expects to sell its products in other Russian region .,1,50,secondary_test
"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .",1,50,secondary_test
"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",1,50,secondary_test
"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",1,50,secondary_test
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,1,50,secondary_test
"Thereby , the company will expand its offering to North , Central and South America .",1,50,secondary_test
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .",1,50,secondary_test
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,1,50,secondary_test
The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .,1,50,secondary_test
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,1,50,secondary_test
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",1,50,secondary_test
"This is Done Logistics ' largest order in Norway , the diversified group said .",1,50,secondary_test
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",1,50,secondary_test
"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",1,50,secondary_test
Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) .,1,50,secondary_test
The StoneGate UTM solution offers protection against inbound and outbound attacks .,1,50,secondary_test
Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,1,50,secondary_test
Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,1,50,secondary_test
The stock of new machines is reasonably small and new orders bring work .,1,50,secondary_test
The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,1,50,secondary_test
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",1,50,secondary_test
"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .",1,50,secondary_test
"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",1,50,secondary_test
"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",1,50,secondary_test
"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",1,50,secondary_test
"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",1,50,secondary_test
"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .",1,50,secondary_test
We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',1,50,secondary_test
The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,1,50,secondary_test
One of Uponor 's promising future products is a hydronic cooling system .,1,50,secondary_test
"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",1,50,secondary_test
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",1,50,secondary_test
"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .",1,50,secondary_test
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,1,50,secondary_test
"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",1,50,secondary_test
"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",1,50,secondary_test
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",1,50,secondary_test
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",1,50,secondary_test
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,1,50,secondary_test
The long-term contract is global .,1,50,secondary_test
The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,1,50,secondary_test
"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",1,50,secondary_test
A new production line is being completed for the contract production of hormone treatments .,1,50,secondary_test
"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",1,50,secondary_test
"Jobs will not be transferred from Finland , however .",1,50,secondary_test
"It combines a perfect price performance with sophisticated management facilities , the company said .",1,50,secondary_test
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .",1,50,secondary_test
"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",1,50,secondary_test
"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",1,50,secondary_test
"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",1,50,secondary_test
"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",1,50,secondary_test
"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",1,50,secondary_test
"Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .",1,50,secondary_test
A realignment of interests in the sector is clearly under way .,1,50,secondary_test
"The adapter , awarded with the `` Certified Integration for SAP -« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",1,50,secondary_test
TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,1,50,secondary_test
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,1,50,secondary_test
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",1,50,secondary_test
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",1,50,secondary_test
Componenta 's objective with this agreement is to increase business on its existing production lines .,1,50,secondary_test
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",1,50,secondary_test
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",1,50,secondary_test
