sentence,sentiment,confidence,type
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",1,100,train
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,1,100,train
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",1,100,train
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",1,100,train
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",1,100,train
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",1,100,train
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",1,100,train
The company 's market share is continued to increase further .,1,100,train
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",1,100,train
This resulted in improved sales figures in Sweden .,1,100,train
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",1,100,train
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",1,100,train
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,1,100,train
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",1,100,train
Sales increased due to growing market rates and increased operations .,1,100,train
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,1,100,train
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",1,100,train
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,1,100,train
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",1,100,train
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",1,100,train
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",1,100,train
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",1,100,train
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",1,100,train
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",1,100,train
The Department Store Division reported an increase in sales of 4 per cent .,1,100,train
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,1,100,train
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",1,100,train
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,1,100,train
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",1,100,train
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,1,100,train
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",1,100,train
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,1,100,train
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",1,100,train
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,1,100,train
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,1,100,train
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",1,100,train
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,1,100,train
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,1,100,train
"Department store sales improved by 14 % to EUR 1,070.6 mn .",1,100,train
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",1,100,train
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,1,100,train
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",1,100,train
EPS grew to 0.04 eur from 0.02 eur .,1,100,train
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,1,100,train
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",1,100,train
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",1,100,train
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",1,100,train
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",1,100,train
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,1,100,train
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,1,100,train
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",1,100,train
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",1,100,train
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",1,100,train
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",1,100,train
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,1,100,train
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",1,100,train
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",1,100,train
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",1,100,train
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,1,100,train
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",1,100,train
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",1,100,train
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,1,100,train
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,1,100,train
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,1,100,train
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",1,100,train
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,1,100,train
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,1,100,train
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",1,100,train
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",1,100,train
"However , the broker gave an `` outperform '' recommendation on the stock .",1,100,train
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",1,100,train
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",1,100,train
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,1,100,train
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,1,100,train
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,1,100,train
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",1,100,train
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",1,100,train
Net sales in 2007 are expected to be 10 % up on 2006 .,1,100,train
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,1,100,train
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",1,100,train
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",1,100,train
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,1,100,train
Operating profit margin increased from 11.2 % to 11.7 % .,1,100,train
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",1,100,train
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,1,100,train
Exports grew 16.5 percent to 19.1 million liters .,1,100,train
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,1,100,train
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",1,100,train
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,1,100,train
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",1,100,train
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,1,100,train
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,1,100,train
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",1,100,train
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",1,100,train
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,1,100,train
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",1,100,train
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),1,100,train
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",1,100,train
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",1,100,train
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",1,100,train
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",1,100,train
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,1,100,train
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",1,100,train
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,1,100,train
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,1,100,train
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",1,100,train
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,1,100,train
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",1,100,train
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",1,100,train
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,1,100,train
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",1,100,train
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",1,100,train
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",1,100,train
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",1,100,train
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",1,100,train
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",1,100,train
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",1,100,train
Passenger volumes rose by 8.4 % in the accounting period .,1,100,train
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",1,100,train
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,1,100,train
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,1,100,train
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",1,100,train
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",1,100,train
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,1,100,train
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",1,100,train
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",1,100,train
"International sales rose by 59.8 % to EUR 1,244.4 mn .",1,100,train
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,1,100,train
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,1,100,train
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,1,100,train
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",1,100,train
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,1,100,train
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",1,100,train
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",1,100,train
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",1,100,train
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,1,100,train
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",1,100,train
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",1,100,train
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",1,100,train
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",1,100,train
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,1,100,train
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",1,100,train
The actions are expected to deliver annual cost savings of some EUR15-20m .,1,100,train
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,1,100,train
Viking Line manages well with its current ferries .,1,100,train
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",1,100,train
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,1,100,train
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,1,100,train
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",1,100,train
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",1,100,train
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,1,100,train
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,1,100,train
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",1,100,train
The value of the firm 's forestry holdings increased by SEK 3.6 bn .,1,100,train
It estimates the operating profit to further improve from the third quarter .,1,100,train
"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",1,100,train
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,1,100,train
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",1,100,train
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",1,100,train
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",1,100,train
Nordea sees a return to positive growth for the Baltic countries in 2011 .,1,100,train
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",1,100,train
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",1,100,train
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",1,100,train
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",1,100,train
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",1,100,train
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,1,100,train
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,1,100,train
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,1,100,train
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",1,100,train
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",1,100,train
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",1,100,train
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",1,100,train
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,1,100,train
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,1,100,train
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",1,100,train
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,1,100,train
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",1,100,train
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",1,100,train
Return on capital employed rose by 4.8 percentage points to 19.6 % .,1,100,train
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",1,100,train
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",1,100,train
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,1,100,train
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,1,100,train
`` The trend in the sports and leisure markets was favorable in the first months of the year .,1,100,train
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",1,100,train
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",1,100,train
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,1,100,train
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,1,100,train
"Operating profit surged to EUR21m from EUR106 ,000 .",1,100,train
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",1,100,train
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,1,100,train
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,1,100,train
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,1,100,train
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",1,100,train
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",1,100,train
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",1,100,train
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",1,100,train
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,1,100,train
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,1,100,train
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,1,100,train
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,1,100,train
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",1,100,train
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",1,100,train
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,1,100,train
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",1,100,train
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",1,100,train
Uponor improved its performance in spite of the decrease in residential construction in the US .,1,100,train
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",1,100,train
Our standardised services have met with a positive reception among our customers as well as at Itella .,1,100,train
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",1,100,train
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",1,100,train
